INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,HEADING,DSTA,DAGE,PDOP,HDOP,VDOP,NSAT (USED/VIEW),SAT INFO (SID-ELE-AZI-SNR),DISTANCE,
1,T,27/09/2017,13:51:18,3d,24.994105,N,121.454250,E,74,1.1,,,,0.000000,1.830000,0.000000,4(,,0.000000
2,T,27/09/2017,13:48:53,3d,24.993900,N,121.454685,E,0,7.7,,,,0.000000,2.250000,0.000000,4(,,0.049468
3,T,27/09/2017,13:47:58,3d,24.993972,N,121.454225,E,75,0.4,,,,0.000000,5.170000,0.000000,4(,,0.096560
4,T,27/09/2017,13:46:11,3d,24.993970,N,121.454033,E,95,0.3,,,,0.000000,2.130000,0.000000,4(,,0.115899
5,T,27/09/2017,13:45:03,3d,24.993928,N,121.454235,E,54,8.4,,,,0.000000,2.280000,0.000000,4(,,0.136768
6,T,27/09/2017,13:44:18,3d,24.994045,N,121.454618,E,105,5.4,,,,0.000000,1.450000,0.000000,5(,,0.177566
7,T,27/09/2017,13:42:16,3d,24.994032,N,121.454462,E,114,1.2,,,,0.000000,2.100000,0.000000,5(,,0.193443
8,T,27/09/2017,13:41:04,3d,24.994005,N,121.454563,E,-80,2.7,,,,0.000000,2.330000,0.000000,4(,,0.204121
9,T,27/09/2017,13:40:05,3d,24.993783,N,121.454403,E,-28,5.3,,,,0.000000,2.350000,0.000000,4(,,0.233609
10,T,27/09/2017,13:39:19,3d,24.993808,N,121.454500,E,22,4.5,,,,0.000000,1.620000,0.000000,5(,,0.243751
11,T,27/09/2017,13:38:32,3d,24.993662,N,121.454578,E,-14,5.2,,,,0.000000,1.610000,0.000000,5(,,0.261890
12,T,27/09/2017,13:37:44,3d,24.993632,N,121.454557,E,-82,0.6,,,,0.000000,1.470000,0.000000,5(,,0.265882
13,T,27/09/2017,13:37:00,3d,24.993777,N,121.454013,E,-94,1.0,,,,0.000000,1.470000,0.000000,5(,,0.323028
14,T,27/09/2017,13:35:47,3d,24.994600,N,121.454487,E,16,4.3,,,,0.000000,2.250000,0.000000,5(,,0.426377
15,T,27/09/2017,13:34:49,3d,24.993677,N,121.455150,E,27,9.1,,,,0.000000,1.460000,0.000000,6(,,0.549031
16,T,27/09/2017,13:34:12,3d,24.991828,N,121.457310,E,22,39.7,,,,0.000000,1.420000,0.000000,6(,,0.848749
17,T,27/09/2017,13:33:35,3d,24.990663,N,121.460150,E,5,9.4,,,,0.000000,1.420000,0.000000,6(,,1.163277
18,T,27/09/2017,13:32:54,3d,24.988713,N,121.461702,E,14,31.3,,,,0.000000,1.610000,0.000000,5(,,1.430918
19,T,27/09/2017,13:32:20,3d,24.990873,N,121.464463,E,77,3.7,,,,0.000000,2.360000,0.000000,5(,,1.798968
20,T,27/09/2017,13:31:35,3d,24.988017,N,121.464480,E,19,14.3,,,,0.000000,1.430000,0.000000,6(,,2.116975
21,T,27/09/2017,13:30:57,3d,24.986768,N,121.465357,E,95,11.5,,,,0.000000,1.440000,0.000000,6(,,2.281703
22,T,27/09/2017,13:30:20,3d,24.988200,N,121.468095,E,76,48.1,,,,0.000000,1.440000,0.000000,6(,,2.600670
23,T,27/09/2017,13:29:44,3d,24.989465,N,121.470505,E,102,8.0,,,,0.000000,2.630000,0.000000,4(,,2.881668
24,T,27/09/2017,13:29:02,3d,24.989455,N,121.470535,E,79,2.8,,,,0.000000,2.320000,0.000000,5(,,2.884893
25,T,27/09/2017,13:28:24,3d,24.990802,N,121.473285,E,57,55.7,,,,0.000000,1.530000,0.000000,5(,,3.200270
26,T,27/09/2017,13:27:51,3d,24.992228,N,121.476858,E,46,53.4,,,,0.000000,1.270000,0.000000,7(,,3.594236
27,T,27/09/2017,13:27:18,3d,24.994087,N,121.478432,E,7,6.9,,,,0.000000,1.450000,0.000000,6(,,3.854992
28,T,27/09/2017,13:26:41,3d,24.994647,N,121.479523,E,50,32.7,,,,0.000000,1.480000,0.000000,6(,,3.981553
29,T,27/09/2017,13:26:04,3d,24.995437,N,121.481943,E,48,13.3,,,,0.000000,1.480000,0.000000,6(,,4.241071
30,T,27/09/2017,13:25:28,3d,24.996317,N,121.484903,E,29,27.6,,,,0.000000,1.490000,0.000000,6(,,4.555370
31,T,27/09/2017,13:24:51,3d,24.996367,N,121.486590,E,103,4.4,,,,0.000000,1.450000,0.000000,6(,,4.725634
32,T,27/09/2017,13:24:12,3d,24.996192,N,121.486387,E,61,3.1,,,,0.000000,1.500000,0.000000,6(,,4.753925
33,T,27/09/2017,13:23:38,3d,24.996520,N,121.489420,E,123,55.6,,,,0.000000,1.450000,0.000000,6(,,5.062141
34,T,27/09/2017,13:23:02,3d,24.996727,N,121.491535,E,123,3.4,,,,0.000000,1.400000,0.000000,6(,,5.276765
35,T,27/09/2017,13:22:25,3d,24.998035,N,121.494423,E,50,6.3,,,,0.000000,1.520000,0.000000,6(,,5.602543
36,T,27/09/2017,13:21:51,3d,24.997710,N,121.494273,E,-11,1.5,,,,0.000000,1.290000,0.000000,7(,,5.641759
37,T,27/09/2017,13:21:16,3d,24.998853,N,121.495812,E,-11,48.8,,,,0.000000,1.530000,0.000000,6(,,5.842476
38,T,27/09/2017,13:20:40,3d,25.001490,N,121.497483,E,45,27.2,,,,0.000000,1.450000,0.000000,6(,,6.180993
39,T,27/09/2017,13:20:04,3d,25.002623,N,121.499640,E,-22,33.5,,,,0.000000,1.670000,0.000000,5(,,6.432506
40,T,27/09/2017,13:19:28,3d,25.002695,N,121.500227,E,6,1.0,,,,0.000000,2.470000,0.000000,4(,,6.492229
41,T,27/09/2017,13:18:48,3d,25.002762,N,121.500337,E,23,20.6,,,,0.000000,1.690000,0.000000,5(,,6.505579
42,T,27/09/2017,13:18:13,3d,25.005102,N,121.504337,E,32,48.1,,,,0.000000,2.200000,0.000000,5(,,6.985895
43,T,27/09/2017,13:17:38,3d,25.006162,N,121.506243,E,-4,40.8,,,,0.000000,1.310000,0.000000,7(,,7.211558
44,T,27/09/2017,13:17:02,3d,25.007308,N,121.507177,E,58,10.1,,,,0.000000,1.420000,0.000000,6(,,7.370175
45,T,27/09/2017,13:16:27,3d,25.007880,N,121.508485,E,-5,4.5,,,,0.000000,1.710000,0.000000,5(,,7.516705
46,T,27/09/2017,13:15:50,3d,25.006718,N,121.509773,E,-3,53.6,,,,0.000000,1.600000,0.000000,6(,,7.700050
47,T,27/09/2017,13:15:14,3d,25.004708,N,121.512292,E,96,10.6,,,,0.000000,2.410000,0.000000,4(,,8.038594
48,T,27/09/2017,13:14:40,3d,25.003537,N,121.512410,E,-1,1.1,,,,0.000000,1.430000,0.000000,6(,,8.169569
49,T,27/09/2017,13:14:01,3d,25.003908,N,121.512925,E,-1,1.5,,,,0.000000,1.620000,0.000000,6(,,8.235986
50,T,27/09/2017,13:13:25,3d,25.004830,N,121.513413,E,-6,1.2,,,,0.000000,3.480000,0.000000,5(,,8.349801
51,T,27/09/2017,13:12:43,3d,25.001755,N,121.511157,E,-1,1.6,,,,0.000000,4.440000,0.000000,4(,,8.760906
52,T,27/09/2017,13:12:01,3d,25.003957,N,121.512803,E,-2,3.0,,,,0.000000,1.770000,0.000000,5(,,9.056992
53,T,27/09/2017,13:11:25,3d,25.003763,N,121.512692,E,0,1.6,,,,0.000000,3.680000,0.000000,5(,,9.081284
