INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,HEADING,DSTA,DAGE,PDOP,HDOP,VDOP,NSAT (USED/VIEW),SAT INFO (SID-ELE-AZI-SNR),DISTANCE,
1,T,27/08/2017,06:32:57,3d,25.067380,N,121.488432,E,46,3.5,,,,0.000000,1.610000,0.000000,5(,,0.000000
2,T,27/08/2017,06:32:15,3d,25.067532,N,121.488370,E,47,3.2,,,,0.000000,1.510000,0.000000,6(,,0.017992
3,T,27/08/2017,06:31:31,3d,25.067542,N,121.488710,E,57,0.3,,,,0.000000,2.710000,0.000000,4(,,0.052294
4,T,27/08/2017,06:30:35,3d,25.067387,N,121.488482,E,28,4.2,,,,0.000000,2.790000,0.000000,4(,,0.081066
5,T,27/08/2017,06:29:44,2d,25.067418,N,121.489117,E,28,18.5,,,,0.000000,3.080000,0.000000,3(,,0.145192
6,T,27/08/2017,06:28:55,2d,25.067470,N,121.488935,E,28,1.6,,,,0.000000,3.040000,0.000000,3(,,0.164392
7,T,27/08/2017,06:28:07,3d,25.067580,N,121.488575,E,27,0.8,,,,0.000000,2.300000,0.000000,5(,,0.202702
8,T,27/08/2017,06:27:15,3d,25.067670,N,121.488627,E,28,8.1,,,,0.000000,2.980000,0.000000,4(,,0.213995
9,T,27/08/2017,06:26:34,3d,25.067633,N,121.488300,E,28,4.4,,,,0.000000,2.690000,0.000000,4(,,0.247186
10,T,27/08/2017,06:25:45,3d,25.067570,N,121.488383,E,28,31.5,,,,0.000000,2.990000,0.000000,4(,,0.258154
11,T,27/08/2017,06:24:56,3d,25.067598,N,121.488410,E,28,2.5,,,,0.000000,2.660000,0.000000,4(,,0.262299
12,T,27/08/2017,06:24:15,3d,25.067515,N,121.488485,E,28,4.9,,,,0.000000,2.260000,0.000000,5(,,0.274268
13,T,27/08/2017,06:23:32,3d,25.067518,N,121.488693,E,26,2.4,,,,0.000000,2.740000,0.000000,4(,,0.295278
14,T,27/08/2017,06:22:52,3d,25.067638,N,121.488492,E,26,12.1,,,,0.000000,3.010000,0.000000,4(,,0.319608
15,T,27/08/2017,06:22:06,3d,25.067588,N,121.488727,E,26,1.8,,,,0.000000,2.250000,0.000000,5(,,0.343949
