INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,HEADING,DSTA,DAGE,PDOP,HDOP,VDOP,NSAT (USED/VIEW),SAT INFO (SID-ELE-AZI-SNR),DISTANCE,
1,T,22/08/2017,15:14:35,3d,25.067517,N,121.488547,E,36,19.8,,,,0.000000,2.210000,0.000000,5(,,0.000000
2,T,22/08/2017,15:14:34,3d,25.067487,N,121.488590,E,36,3.7,,,,0.000000,2.210000,0.000000,5(,,0.005500
3,T,22/08/2017,15:13:50,3d,25.067822,N,121.488340,E,36,3.0,,,,0.000000,2.220000,0.000000,5(,,0.050513
4,T,22/08/2017,15:13:17,3d,25.067600,N,121.488460,E,-1,2.6,,,,0.000000,1.520000,0.000000,6(,,0.077995
5,T,22/08/2017,15:12:31,3d,25.067398,N,121.488212,E,60,2.7,,,,0.000000,2.210000,0.000000,5(,,0.111626
6,T,22/08/2017,15:11:55,3d,25.067632,N,121.488277,E,72,2.8,,,,0.000000,2.230000,0.000000,5(,,0.138414
7,T,22/08/2017,15:11:21,3d,25.067438,N,121.488422,E,46,1.3,,,,0.000000,2.000000,0.000000,5(,,0.164433
8,T,22/08/2017,15:10:46,3d,25.067435,N,121.488547,E,46,0.9,,,,0.000000,2.000000,0.000000,5(,,0.177043
9,T,22/08/2017,15:09:58,3d,25.067538,N,121.488500,E,34,1.7,,,,0.000000,1.510000,0.000000,6(,,0.189471
10,T,22/08/2017,15:09:15,3d,25.067688,N,121.488383,E,47,0.3,,,,0.000000,2.220000,0.000000,5(,,0.209897
11,T,22/08/2017,15:06:36,3d,25.067575,N,121.488463,E,47,0.9,,,,0.000000,2.220000,0.000000,5(,,0.224871
12,T,22/08/2017,15:06:02,3d,25.067648,N,121.488467,E,45,1.5,,,,0.000000,1.500000,0.000000,6(,,0.233042
13,T,22/08/2017,15:05:29,3d,25.067732,N,121.488365,E,5,1.2,,,,0.000000,2.250000,0.000000,5(,,0.246867
14,T,22/08/2017,15:04:41,3d,25.067605,N,121.488443,E,-4,0.5,,,,0.000000,1.490000,0.000000,6(,,0.263029
15,T,22/08/2017,15:03:50,3d,25.067538,N,121.488465,E,-2,3.9,,,,0.000000,2.220000,0.000000,5(,,0.270766
16,T,22/08/2017,15:03:15,3d,25.067648,N,121.488112,E,-17,1.4,,,,0.000000,1.490000,0.000000,6(,,0.308439
17,T,22/08/2017,15:01:56,3d,25.067527,N,121.488395,E,-2,0.3,,,,0.000000,1.490000,0.000000,6(,,0.340057
18,T,22/08/2017,15:01:18,3d,25.067558,N,121.488397,E,1,3.3,,,,0.000000,1.490000,0.000000,6(,,0.343586
19,T,22/08/2017,15:00:42,3d,25.067332,N,121.488607,E,9,2.3,,,,0.000000,1.480000,0.000000,6(,,0.376526
20,T,22/08/2017,15:00:06,3d,25.067530,N,121.488550,E,35,2.1,,,,0.000000,1.480000,0.000000,6(,,0.399332
21,T,22/08/2017,14:59:24,3d,25.067308,N,121.488587,E,45,2.9,,,,0.000000,1.480000,0.000000,6(,,0.424283
22,T,22/08/2017,14:58:45,3d,25.067587,N,121.488630,E,76,7.3,,,,0.000000,2.230000,0.000000,5(,,0.455574
